symbol,entry_date,exit_date,entry_px,exit_px,shares,bars_held,ret_net,pnl_usd,exit_reason
BMET-200709,1998-08-31,1998-09-01,12.018937,11.865034,1597.338982,1,-0.014186166083053231,-272.54114723159364,target
CMCSK-201512,1998-08-31,1998-09-01,11.821731,11.19613,1623.985207,1,-0.054244576260821686,-1042.133509410749,target
COST,1998-08-31,1998-09-01,16.942974,16.230905,1133.113727,1,-0.04336759049657213,-833.1675237275849,target
DELL-201310,1998-08-31,1998-09-01,26.961894,25.137081,712.053694,1,-0.06898552015680237,-1325.3329120658782,target
JWN-202505,1998-08-31,1998-09-08,7.849623,7.340335,2445.7627,5,-0.06618882302301055,-1271.603451911491,target_gap
MCIC-199809,1998-08-31,1998-09-01,53.972775,51.938489,355.703708,1,-0.03903725694114868,-749.9742163758237,target
WCOEQ-200404,1998-08-31,1998-09-01,28.590119,27.255573,671.501798,1,-0.04801227909583916,-922.4001431658944,target
WWWW-200709,1998-08-31,1998-09-01,127.299165,124.748982,150.812586,1,-0.021403979484400537,-411.20800996180697,target
SPLS-201709,1998-09-04,1998-09-08,8.216207,8.82964,2246.038584,1,0.07315790233402919,1350.9949558654553,target
DELL-201310,1998-09-10,1998-09-11,25.440656,27.288026,733.13008,1,0.07111426180080183,1327.302610521314,target
WWWW-200709,1998-09-10,1998-09-11,136.859421,146.534702,136.280791,1,0.06919710504247156,1291.5200950922954,target
APOL-201702,1998-09-17,1998-09-21,13.279105,13.501349,1424.282141,2,0.015313953212812814,289.8384879236328,price_action
AW-200812,1998-09-28,1998-10-02,23.99965,24.0625,789.268858,4,0.0012161106817663025,23.051907871198637,price_action
ASND-199906,1998-10-01,1998-10-08,42.681687,38.125,442.614852,5,-0.10800943070714986,-2041.8937341891542,price_action
BBBYQ-202309,1998-10-01,1998-10-05,9.558067,9.815521,1976.503154,2,0.025499121407729808,482.0550936051295,target
CSCO,1998-10-01,1998-10-06,9.448274,8.224896,1999.470777,3,-0.130699504839889,-2470.8444276294867,target_gap
CTXS-202209,1998-10-01,1998-10-02,12.815632,13.170661,1474.101991,1,0.026265066658224256,496.53511444661854,target
EFII-201907,1998-10-01,1998-10-09,20.043406,16.393645,942.531869,6,-0.18323712869005215,-3464.0562633598056,target
HBOC-199901,1998-10-01,1998-10-02,27.423031,28.102099,688.893519,1,0.02332899491139684,441.0293455176834,target
PHSYB-199906,1998-10-01,1998-10-09,69.953474,64.450064,270.058761,6,-0.07996139659986268,-1511.6520254324932,target
BMC-201309,1998-10-05,1998-10-06,48.440811,45.625,386.047362,1,-0.05944660272295543,-1112.4562451131424,target_gap
CPWR-201412,1998-10-05,1998-10-06,21.092679,20.494278,886.584755,1,-0.029729403352900974,-556.342312403518,target_gap
FISV,1998-10-05,1998-10-09,4.597038,4.37841,4067.934047,4,-0.048890969296108366,-914.92300033637,target
ORCL,1998-10-05,1998-10-07,3.266739,3.193251,5724.500501,2,-0.023863291234214823,-446.5666017312178,target
TECD-202006,1998-10-05,1998-10-06,40.293311,41.0,464.107983,1,0.016115052868743707,301.5696504594307,target_gap
CMCSK-201512,1998-10-07,1998-10-09,12.765535,12.162692,1396.007805,2,-0.04855721683291592,-865.9335249151591,target
DELL-201310,1998-10-07,1998-10-09,24.411619,24.677885,730.012477,2,0.009493081249977386,169.29259634844857,target
AABA-201910,1998-10-08,1998-10-12,3.53099,3.802666,5077.518974,2,0.07543368336036926,1353.3722198675496,target
BMET-200709,1998-10-08,1998-10-09,12.898872,13.726663,1389.940771,1,0.0626865805408523,1124.673658810767,target
CE-200402,1998-10-08,1998-10-09,6.774949,6.825486,2646.317868,1,0.006049890619469478,108.54241146507411,target
CHIR-200604,1998-10-14,1998-10-15,18.495482,19.740897,976.115228,1,0.0658429450832454,1189.5422966652113,target
BBBYQ-202309,1998-10-26,1998-10-27,10.592045,10.89619,1715.69099,1,0.027275271851786798,496.01163866261777,target
KLAC,1998-11-03,1998-11-04,0.843508,0.84657,21602.961133,1,0.002225319812483084,40.57877928686867,target
CMCSK-201512,1998-11-05,1998-11-06,12.872221,13.07869,1415.9433,1,0.014618446891354608,266.6272167647003,target
WWWW-200709,1998-11-06,1998-11-10,214.826817,225.235187,84.77164,2,0.04698324845147828,856.2212790152298,target
AAPL,1998-11-10,1998-11-13,0.263098,0.261467,69478.724809,3,-0.0075878116033181175,-138.7998754465516,target_gap
COST,1998-11-10,1998-11-13,19.221734,19.331817,950.990286,3,0.0043200124341551405,79.02373162850563,target
EA,1998-11-10,1998-11-11,10.752171,10.704933,1700.092207,1,-0.0057862334338201205,-105.84454674226436,target
QTRN-200309,1998-11-10,1998-11-11,46.305842,47.468237,394.75974,1,0.02366842171153949,432.9540791631589,target
BBBYQ-202309,1998-11-12,1998-11-13,10.48087,10.715217,1743.887054,1,0.020929183877548274,382.7999519414625,target
DELL-201310,1998-11-13,1998-11-16,30.185499,31.592958,604.956075,1,0.04516274678796961,825.2897511843366,target_gap
CNTO-199910,1998-11-23,1998-12-02,43.009363,41.093633,429.817158,6,-0.04587886162210042,-848.7177563255136,target
SXCL-201702,1998-11-25,1998-12-01,128.119512,128.793424,143.897762,3,0.003853641848728495,71.09590173639663,target
ADCT-201012,1998-12-02,1998-12-03,46.270331,47.84461,396.913439,1,0.03257687150272681,598.703350695625,target
COST,1998-12-03,1998-12-04,19.645922,19.673704,936.933759,1,1.3149205207785286e-05,0.24220589199103415,target_gap
ERIC,1998-12-03,1998-12-04,17.086116,18.161377,1077.303184,1,0.06144477322808872,1131.8011904769846,target_gap
WWWW-200709,1998-12-03,1998-12-04,182.578856,210.0,100.816315,1,0.1485788108743049,2736.793809995219,target_gap
BMC-201309,1998-12-04,1998-12-11,48.096223,46.996576,386.209883,5,-0.024230499898707736,-450.40232917139656,target
PAYX,1998-12-10,1998-12-15,9.983116,9.689945,1887.234645,3,-0.030724599876636782,-579.2714822612943,target
ADBE,1998-12-14,1998-12-15,4.773611,4.818779,3939.154955,1,0.00804989847914217,151.4761836133439,target
VTSS-201504,1998-12-29,1998-12-31,409.480112,445.368182,45.832102,2,0.08612137534577591,1617.4000151159235,target
